c_id,number_of_doors,tyre_type,number_of_cylinders,drive_type,turbo_charger,super_charger,length(mm),width(mm),height(mm),color,city,Mileage(Kmpl)
305,5,Tubeless Tyres,3,FWD,No,No,3599,1495,1700,Gray,kolkata,21
306,5,"Tubeless, Radial",3,FWD,Yes,No,4225,1760,1612,White,kolkata,19
307,5,"Tubeless, Radial",3,Not specified,No,No,3765,1677,1535,Others,kolkata,19
308,5,"Tubeless,Radial",4,RWD,Yes,No,4456,1820,1930,White,kolkata,15
309,5,"Tubeless,Radial",4,FWD,Yes,No,4315,1822,1695,Red,kolkata,20
310,4,"Tubeless,Radial",4,FWD,No,No,3995,1695,1555,Golden,kolkata,19
311,5,"Tubeless, Radial",4,Not specified,No,No,3805,1680,1520,Red,kolkata,21
312,4,"Tubeless,Radial",4,FWD,No,No,4249,1690,1503,Silver,kolkata,18
313,5,"Tubeless,Radial",4,FWD,No,No,3610,1645,1560,Grey,kolkata,30
314,5,"Tubeless, Radial",3,Not specified,Yes,No,3995,1775,1505,Blue,kolkata,20
315,4,"Tubeless,Radial",3,FWD,No,No,3998,1765,1647,Others,kolkata,17
316,5,Tubeless,4,FWD,No,No,3765,1660,1520,Silver,kolkata,19
317,5,"Tubeless,Radial",3,FWD,No,No,4000,1642,1522,Others,kolkata,16
318,5,"Tubeless,Radial",3,Not specified,NO,No,3993,1811,1606,Orange,kolkata,17
319,5,Radial,3,FWD,Yes,No,3995,1770,1605,White,kolkata,18
320,5,"Tubeless,Radial",3,FWD,No,No,4000,1642,1522,Others,kolkata,16
321,4,"Tubeless,Radial",4,Not specified,Yes,No,4520,1817,1421,Blue,kolkata,16
322,5,"Tubeless,Radial",4,2WD,Yes,No,4424,1804,1494,White,kolkata,18
323,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Black,kolkata,18
324,5,"Tubeless, Radial",4,4x2,No,No,4405,1818,1640,Gray,kolkata,14
325,5,"Tubeless,Radial",4,RWD,Yes,No,4477,2058,1545,Others,kolkata,17
326,5,Tubeless,4,FWD,No,No,4270,1780,1630,Red,kolkata,13
327,5,Radial,4,FWD,Yes,No,4655,1835,1760,Others,kolkata,14
328,5,Tubeless Tyres,4,FWD,Yes,No,4585,1890,1785,White,kolkata,16
329,5,Tubeless,4,FWD,No,No,4270,1780,1630,Others,kolkata,13
330,5,Tubeless,4,FWD,No,No,3840,1735,1530,Grey,kolkata,21
331,5,Tubeless,4,FWD,No,No,3840,1735,1530,Silver,kolkata,21
332,5,"Tubeless, Radial",3,FWD,No,No,3715,1635,1565,Others,kolkata,23
333,5,"Tubeless,Radial",3,FWD,No,No,3565,1525,1590,Red,kolkata,18
334,4,"Tubeless, Radial",4,FWD,No,No,4490,1730,1485,Silver,kolkata,21
335,5,"Tubeless, Radial",4,Not specified,YES,No,4720,1835,1760,Others,kolkata,12
336,5,Radial,3,FWD,Yes,No,3995,1770,1605,White,kolkata,18
337,5,"Tubeless,Radial",4,FWD,Yes,No,4705,1840,1850,Golden,kolkata,13
338,5,"Tubeless, Radial",3,Not specified,No,No,3991,1750,1605,Blue,kolkata,19
339,5,"Tubeless, Radial",3,Not specified,No,No,3695,1655,1555,Silver,kolkata,26
340,5,Tubeless,4,FWD,No,No,3765,1660,1520,Others,kolkata,19
341,4,Tubeless,4,FWD ,No,No,3995,1660,1520,Others,kolkata,19
342,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Golden Brown,kolkata,18
343,4,"Tubeless, Radial",4,FWD,No,No,4490,1730,1485,Others,kolkata,22
344,4,"Tubeless,Radial",4,AWD,No,No,5252,2105,1457,White,kolkata,9
345,5,Tubeless,4,FWD,No,No,3765,1660,1520,Others,kolkata,19
346,5,"Tubeless,Radial",4,Not specified,No,No,3940,1710,1505,Others,kolkata,18
347,5,Tubeless,4,Not specified,No,No,3840,1735,1530,Red,kolkata,22
348,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Golden Brown,kolkata,17
349,4,"Tubeless,Radial",4,FWD,No,No,4620,1776,1475,Others,kolkata,14
350,5,"Tubeless, Radial",3,Not specified,No,No,3695,1655,1555,Red,kolkata,25
351,5,"Tubeless, Radial",4,Not specified,No,No,3805,1680,1520,Silver,kolkata,21
352,5,"Tubeless,Radial",4,4WD,Yes,No,4705,1840,1850,White,kolkata,13
353,5,"Tubeless,Radials",4,FWD,No,No,4453,1735,1666,Silver,kolkata,15
354,4,"Tubless, Radial",4,FWD,No,No,4425,1730,1495,Red,kolkata,17
355,5,"Tubeless,Radial",4,FWD,No,No,3610,1680,1500,Black,kolkata,19
356,5,Tubeless Tyres,3,FWD,No,No,3445,1490,1475,Silver,kolkata,25
357,5,"Tubeless,Radial",4,RWD,Yes,No,4735,1830,1795,Parpel,kolkata,14
358,5,"Tubeless, Radial",3,FWD,No,No,3565,1520,1567,Red,kolkata,22
359,4,"Tubeless,Radial",4,FWD,No,No,3585,1595,1550,Red,kolkata,20
360,4,"Tubeless,Radial",8,RWD,No,No,4970,1931,1418,Orange,kolkata,8
361,5,"Radial,Tubeless",4,AWD,Yes,No,4819,2141,1796,Black,kolkata,18
362,5,"Tubeless, Radial",4,FWD,No,No,4440,1863,1652,Blue,kolkata,12
363,5,Tubeless Tyres,3,FWD,No,No,3395,1490,1475,Maroon,kolkata,23
364,5,Tubeless,4,FWD,No,No,3585,1595,1550,Others,kolkata,20
365,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Red,kolkata,21
366,5,Tubeless Tyres,3,FWD,No,No,3599,1495,1700,Blue,kolkata,21
367,4,"Tubeless,Radial",4,FWD,Yes,No,3998,1765,1647,White,kolkata,23
368,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,White,kolkata,17
369,4,"Tubeless, Radial",4,Not specified,No,No,4574,1748,1489,Brown,kolkata,18
370,5,"Tubeless, Radial",4,2WD,No,No,4395,1735,1690,Silver,kolkata,21
371,5,"Tubeless, Radial",3,Not specified,Yes,No,3995,1775,1505,Blue,kolkata,20
372,5,"Tubeless, Radial",3,FWD,Yes,No,4225,1760,1612,Gray,kolkata,17
373,5,Tubeless,4,FWD,No,No,3585,1595,1550,Red,kolkata,20
374,5,"Tubeless, Radial",3,FWD,No,No,3565,1520,1567,Grey,kolkata,22
375,4,"Tubeless,Radial",3,FWD,No,No,3595,1475,1700,Silver,kolkata,19
376,5,"Tubeless,Radial",3,FWD,No,No,3545,1515,1475,Grey,kolkata,24
377,5,"Tubeless,Radial",4,FWD,No,No,4395,1735,1690,Golden,kolkata,19
378,5,Tubeless Tyres,3,Not specified,No,No,3445,1515,1475,Red,kolkata,22
379,5,Tubeless,4,FWD,No,No,3765,1660,1520,Red,kolkata,19
380,5,Tubeless,3,FWD,No,No,3495,1550,1500,Blue,kolkata,21
381,5,"Tubeless,Radial",4,RWD,Yes,No,4107,1745,1880,White,kolkata,16
382,5,"Tubeless,Radial",4,FWD,Yes,No,4388,2019,1608,Black,kolkata,17
383,5,"Tubeless, Radial",4,Not specified,No,No,4500,1790,1675,Black,kolkata,14
384,5,Tubeless,4,FWD,No,No,3765,1660,1520,White,kolkata,19
385,5,Tubeless,4,FWD,No,No,3765,1660,1520,Grey,kolkata,19
386,5,"Tubeless,Radial",7,RWD,Yes,No,4735,1830,1795,Red,kolkata,14
387,5,Tubeless,3,FWD,No,No,3765,1660,1520,Red,kolkata,24
388,5,"Tubeless,Radial",3,2WD,No,No,3495,1475,1460,Others,kolkata,20
389,5,"Tubeless,Radial",3,FWD,No,No,3545,1515,1475,Grey,kolkata,24
390,4,"Tubeless, Radial",4,Not specified,No,No,3995,1735,1515,Brown,kolkata,22
391,4,"Tubeless, Radial",4,Not specified,No,No,4440,1695,1495,Brown,kolkata,17
392,4,Tubeless,4,FWD ,No,No,3995,1660,1520,Blue,kolkata,19
393,5,Tubeless Tyres,3,FWD,No,No,3430,1490,1475,Red,kolkata,25
394,4,"Tubeless,Radial",4,FWD,No,No,4820,1835,1490,White,kolkata,13
395,5,"Tubeless, Radial",4,Not specified,No,No,3805,1680,1520,Blue,kolkata,21
396,5,"Tubeless, Radial",4,Not specified,No,No,3995,1775,1505,Grey,kolkata,21
397,5,"Tubeless, Radial",4,Not specified,No,No,3805,1680,1520,Blue,kolkata,21
398,5,"Tubeless, Radial",3,FWD,No,No,3565,1520,1564,Grey,kolkata,22
399,5,Tubeless Tyres,3,FWD,No,No,3599,1495,1700,Blue,kolkata,21
400,4,"Tubeless,Radial",4,FWD,No,No,3585,1595,1550,Others,kolkata,20
401,5,Not specified,4,AWD,Yes,No,4318,1805,1548,Black,kolkata,
402,5,"Tubeless, Radial",4,Not specified,Yes,No,4500,1790,1675,White,kolkata,18
403,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Others,kolkata,21
404,4,"Tubeless,Radial",4,FWD,Yes,No,4384,1699,1466,Others,kolkata,20
405,5,"Tubeless,Radial",4,FWD,Yes,No,4585,1890,1785,Silver,kolkata,16
406,4,"Tubeless, Radial",4,RWD,Yes,No,4686,2020,1442,Silver,kolkata,13
407,3,"Radial, Tubeless",4,4X4,Yes,No,3985,1855,1844,Black,kolkata,15
408,5,"Tubeless,Radial",4,FWD,No,No,4296,1695,1685,Others,kolkata,18
409,5,Radial,3,FWD,Yes,No,3995,1770,1605,White,kolkata,18
410,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Grey,kolkata,18
411,4,"Tubeless,Radial",4,Not specified,No,No,4325,1662,1600,Yellow,kolkata,13
412,4,Tubeless,4,FWD,No,No,4440,1729,1475,Black,kolkata,17
413,5,Tubeless Radial Tyres,4,FWD,No,No,4360,1822,1695,Blue,kolkata,16
414,5,"Tubeless, Radial",3,FWD,No,No,3565,1520,1567,White,kolkata,22
415,5,"Tubeless,Radial",4,FWD,Yes,No,3995,1821,1627,Red,kolkata,20
416,5,"Tubeless, Radial",4,FWD,Yes,No,4315,1800,1645,Others,kolkata,18
417,5,"Radial,Tubeless",4,FWD,No,No,4360,1822,1695,Silver,kolkata,16
418,5,"Tubeless,Radial",3,FWD,No,No,3495,1475,1460,Red,kolkata,20
419,5,Tubeless,4,FWD,No,No,3985,1734,1505,Others,kolkata,19
420,5,"Tubeless, Radial",4,Not specified,No,No,3805,1680,1520,Others,kolkata,21
421,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1485,Golden Brown,kolkata,17
422,5,"Tubeless, Radial",4,Not specified,No,No,3805,1680,1520,Others,kolkata,21
423,5,"Tubeless,Radial",3,FWD,No,No,3679,1579,1478,Others,kolkata,23
424,5,"Tubeless,Radial",3,Not specified,NO,No,3993,1811,1606,Others,kolkata,17
425,5,Tubeless,3,FWD,No,No,3765,1660,1520,Others,kolkata,24
426,5,"Tubeless,Radial",4,FWD,No,No,4445,1775,1700,Others,kolkata,19
427,5,"Tubeless,Radial",4,FWD,Yes,No,4585,1890,1785,Others,kolkata,16
428,4,"Tubeless,Radial",3,FWD ,No,No,3995,1660,1520,Others,kolkata,24
429,5,Tubeless,4,FWD,No,No,3840,1735,1530,Blue,kolkata,21
430,5,"Tubeless,Radial",4,FWD,No,No,3700,1690,1595,White,kolkata,21
431,5,Tubeless,4,FWD,Yes,No,3840,1735,1530,White,kolkata,28
432,5,"Tubeless,Radial",3,Not specified,NO,No,3993,1811,1606,Blue,kolkata,17
433,5,"Tubeless,Radial",4,Not specified,Yes,No,3990,1755,1523,Black,kolkata,24
434,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Grey,kolkata,21
435,5,"Tubeless,Radial",4,Not specified,Yes,No,3990,1755,1523,Red,kolkata,24
436,4,"Tubeless, Radial",4,FWD,No,No,4490,1730,1485,White,kolkata,21
437,5,Tubeless,4,FWD,No,No,3884,1695,1510,Grey,kolkata,18
438,5,"Tubeless,Radial",4,FWD,No,No,3715,1680,1620,Blue,kolkata,21
439,5,"Tubeless Tyres, Radial",3,FWD,No,No,3655,1620,1675,Others,kolkata,22
440,4,"Tubeless,Radial",4,RWD,Yes,No,4907,2102,1464,Black,kolkata,18
441,4,"Tubeless,Radial",4,FWD,No,No,3995,1695,1501,Others,kolkata,18
442,5,"Tubeless,Radial",4,4WD,Yes,No,4892,1860,1837,Maroon,kolkata,11
443,5,Runflat,4,4WD,Yes,No,4439,1821,1612,Others,kolkata,21
444,5,Tubeless,4,FWD,No,No,3985,1734,1505,Blue,kolkata,19
445,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,White,kolkata,17
446,5,Radial,4,FWD,Yes,No,4655,1835,1760,White,kolkata,14
447,4,"Tubeless,Radial",4,FWD,No,No,4413,1699,1466,Others,kolkata,14
448,4,Tubeless,4,FWD,No,No,4369,1695,1510,White,kolkata,17
449,4,"Tubeless,Radial",4,FWD,Yes,No,4570,1800,1465,Black,kolkata,23
450,5,"Tubeless,Radial",3,FWD,No,No,3825,1665,1530,Blue,kolkata,19
451,5,"Tubeless,Radial",4,FWD,No,No,4265,1695,1685,Others,kolkata,16
452,4,"Tubeless,Radial",4,FWD,Yes,No,3995,1706,1570,Silver,kolkata,23
453,5,"Tubeless,Radial",3,FWD,No,No,3620,1475,1460,Red,kolkata,21
454,5,"Tubeless,Radial",4,AWD,Yes,No,4417,1804,1494,Silver,kolkata,18
455,5,"Tubeless, Radial",3,FWD,No,No,3565,1520,1564,Silver,kolkata,22
456,5,"Tubeless,Radial",3,Not specified,NO,No,3993,1811,1606,Others,kolkata,17
457,4,"Radial, Tubeless",4,Not specified,No,No,3995,1695,14981501,Grey,kolkata,18
458,5,Tubeless,4,FWD,No,No,4270,1780,1665,Black,kolkata,16
459,4,"Tubeless,Radial",4,FWD,No,No,3585,1595,1550,Others,kolkata,20
460,5,"Tubeless,Radial",4,2WD,No,No,4395,1735,1690,Others,kolkata,19
461,4,"Tubeless,Radial",4,FWD,Yes,No,4386,1699,1466,Golden,kolkata,20
462,4,"Tubeless,Radial",4,FWD,No,No,3995,1695,1501,Brown,kolkata,20
463,5,"Tubeless,Radial",4,FWD,No,No,3995,1760,1555,White,kolkata,17
464,2,Tubeless Tyres,8,RWD,Yes,No,4546,1939,1288,Others,kolkata,13
465,4,"Tubeless, Radial",4,FWD,No,No,4490,1730,1485,Others,kolkata,22
466,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Others,kolkata,21
467,4,"Tubeless,Radial",4,FWD,No,No,4265,1695,1510,Silver,kolkata,17
468,4,Tubeless,4,FWD,No,No,4375,1700,1475,Grey,kolkata,17
469,5,"Tubeless, Radial",3,Not specified,No,No,3991,1739,1643,Blue,kolkata,18
470,5,Tubeless Tyres,3,Not specified,No,No,3445,1515,1475,Grey,kolkata,22
471,4,"Tubeless,Radial",4,FWD,Yes,No,4915,2086,1455,Red,kolkata,18
472,5,"Tubeless, Radial",3,Not specified,Yes,No,3995,1775,1505,Red,kolkata,20
473,5,Tubeless Tyres,3,Not specified,No,No,3445,1515,1475,Red,kolkata,22
474,4,"Tubeless,Radial",4,RWD,Yes,No,4824,1811,1429,Blue,kolkata,23
475,4,"Tubeless, Radial",4,Not specified,No,No,3995,1735,1515,Red,kolkata,22
476,4,"Tubeless,Radial",4,RWD,Yes,No,4591,1770,1447,Golden,kolkata,15
477,5,"Tubeless, Radial",3,FWD,No,No,3565,1520,1564,Orange,kolkata,22
478,5,"Tubeless, Radial",3,FWD,No,No,3565,1520,1567,Red,kolkata,22
479,5,"Tubeless,Radial",4,FWD,Yes,No,4315,1822,1695,Brown,kolkata,19
480,4,Tubeless,4,FWD ,No,No,3995,1660,1520,Others,kolkata,17
481,5,"Tubeless,Radial",4,AWD,Yes,No,4688,1902,1658,White,kolkata,11
482,5,"Radial, Tubeless",4,Not specified,Yes,No,4850,1960,1845,Silver,kolkata,12
483,5,"Tubeless,Radial",6,4WD,Yes,No,4657,2089,1678,Others,kolkata,17
484,4,"Tubeless,Radial",4,FWD,No,No,4950,1845,1475,Golden,kolkata,12
485,4,Tubeless,4,FWD,No,No,4440,1729,1475,Others,kolkata,17
486,4,"Tubeless,Radial",4,FWD,No,No,4825,1825,1480,White,kolkata,19
487,5,"Tubeless,Radials",3,RWD,Yes,No,3995,1835,1826,Silver,kolkata,18
488,5,"Tubeless,Radial",4,FWD,No,No,3795,1680,1427,Green,kolkata,16
489,5,"Tubeless,Radial",3,FWD,No,No,3545,1515,1475,Red,kolkata,24
490,5,Tubeless Tyres,3,Not specified,No,No,3445,1515,1475,Blue,kolkata,22
491,4,"Tubeless,Radial",4,FWD,No,No,3990,1680,1505,Grey,kolkata,18
492,5,Tubeless ,4,FWD,No,No,3640,1595,1520,Red,kolkata,19
493,5,Tubeless Tyres,3,FWD,No,No,3395,1490,1475,Blue,kolkata,23
494,5,"Tubeless, Radial",4,Not specified,No,No,3995,1775,1505,Red,kolkata,21
495,5,Tubeless,4,FWD,No,No,3840,1735,1530,Grey,kolkata,21
496,5,"Tubeless, Radial",4,FWD,Yes,No,4315,1800,1645,White,kolkata,16
497,5,Tubeless,4,FWD,No,No,3765,1660,1520,Blue,kolkata,19
498,5,"Tubeless,Radial",3,FWD,No,No,3545,1515,1475,Silver,kolkata,24
499,5,"Radial, Tubless",4,4X4,Yes,No,4395,1818,1640,Black,kolkata,17
500,4,"Tubeless,Radial",4,FWD,No,No,3995,1695,1555,Grey,kolkata,18
501,5,"Tubeless,Radial",4,RWD,Yes,No,4585,1765,1760,Black,kolkata,13
502,5,"Tubeless, Radial",3,FWD,No,No,3565,1520,1567,Orange,kolkata,22
503,5,"Tubeless,Radial",4,FWD,Yes,No,3995,1745,1510,Red,kolkata,27
504,5,"Tubeless, Radial",4,Not specified,No,No,3995,1790,1685,Silver,kolkata,20
505,4,"Tubeless,Radial",4,FWD,No,No,3585,1595,1550,Others,kolkata,20
506,5,Tubeless Tyres,4,FWD,Yes,No,4331,2000,1671,Grey,kolkata,20
507,5,Tubeless,4,Not specified,No,No,3840,1735,1530,Others,kolkata,22
508,5,Tubeless,3,FWD,No,No,3765,1660,1520,White,kolkata,24
509,5,Tubeless Tyres,3,FWD,No,No,3655,1620,1675,Silver,kolkata,33
510,5,"Tubeless, Radial",4,Not specified,No,No,3805,1680,1520,Blue,kolkata,21
511,5,Tubeless,4,FWD,No,No,3765,1660,1520,Orange,kolkata,19
512,5,"Tubeless Tyres, Radial",3,FWD,No,No,3655,1620,1675,Blue,kolkata,33
513,5,Tubeless,4,FWD,No,No,4270,1780,1630,Black,kolkata,13
514,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Silver,kolkata,18
515,4,"Tubeless,Radial",4,FWD,Yes,No,4630,2032,1432,Silver,kolkata,18
516,5,Tubeless Tyres,3,Not specified,No,No,3445,1515,1475,Red,kolkata,22
517,4,Tubeless Tyres,3,FWD,No,No,3595,1475,1700,Silver,kolkata,19
518,4,"Tubeless,Radial",4,FWD,No,No,4620,1800,1465,Black,kolkata,15
519,4,"Tubeless,Radial",4,Not specified,Yes,No,4531,1817,1421,Green,kolkata,13
520,5,"Tubeless,Radial",4,FWD,No,No,3640,1595,1520,Others,kolkata,19
521,5,"Tubeless,Radial",3,FWD,No,No,3971,1682,1469,Orange,kolkata,16
522,5,"Tubeless, Radial",4,FWD,Yes,No,4315,1800,1645,Black,kolkata,16
523,5,"Tubeless Tyres, Radial",3,FWD,No,No,3655,1620,1675,Others,kolkata,22
524,4,"Tubeless,Radial",4,FWD,No,No,3995,1695,1555,Grey,kolkata,19
525,5,Tubeless Tyres,4,FWD,Yes,No,4585,1890,1785,White,kolkata,16
526,5,"Tubeless Tyres, Radial",3,FWD,No,No,3655,1620,1675,Orange,kolkata,22
527,4,"Tubeless,Radial",4,FWD,No,No,4413,1699,1466,Grey,kolkata,15
528,5,Tubeless Tyres,3,FWD,No,No,3395,1490,1475,Red,kolkata,23
529,5,"Tubeless,Radial",3,2WD,No,No,3495,1475,1460,Others,kolkata,20
530,5,Not specified,3,2WD,No,No,3429,1560,1541,Grey,kolkata,23
531,4,"Tubeless, Radial",4,Not specified,No,No,4549,1748,1489,Red,kolkata,18
532,4,"Tubeless,Radial",4,FWD,No,No,4413,1699,1466,Silver,kolkata,15
533,5,Tubeless,3,FWD,No,No,3785,1635,1490,Blue,kolkata,21
534,5,Radial,3,FWD,Yes,No,3995,1770,1605,Others,kolkata,18
535,4,"Tubeless, Radial",4,Not specified,No,No,3995,1735,1515,Grey,kolkata,22
536,5,"Radial,Tubeless",4,FWD,No,No,4300,1785,1595,Blue,kolkata,19
537,4,"Tubeless,Runflat",4,RWD,Yes,No,4824,1811,1429,Black,kolkata,16
538,5,"Tubeless,Radial",3,FWD,No,No,3731,1579,1474,Outback Bronze,kolkata,23
539,5,"Tubeless,Radial",4,FWD,No,No,3640,1595,1520,Black,kolkata,19
540,4,"Tubeless,Radial",4,FWD,Yes,No,3690,1665,1485,Others,kolkata,18
541,5,Tubeless,4,FWD,Yes,No,3985,1734,1505,Grey,kolkata,23
542,5,"Tubeless,Radial",4,FWD,No,No,4296,1695,1685,Golden,kolkata,18
543,5,Tubeless,4,FWD,No,No,3765,1660,1520,Grey,kolkata,19
544,5,"Tubeless,Radial",4,FWD,No,No,3640,1595,1520,Green,kolkata,19
545,4,"Tubeless,Radial",4,FWD,No,No,3988,1620,1540,White,kolkata,23
546,4,"Tubeless,Radial",4,Not specified,Yes,No,4841,1846,1468,Silver,kolkata,17
547,5,Tubeless,3,FWD,No,No,3495,1550,1500,Silver,kolkata,21
548,5,"Tubeless,Radial",3,Not specified,No,No,3990,1755,1523,Blue,kolkata,19
549,4,"Tubeless,Radial",4,FWD,No,No,4620,1776,1475,Golden,kolkata,14
550,4,"Tubeless,Radial",4,FWD,No,No,4620,1776,1475,Golden,kolkata,14
551,5,Tubeless Tyres,3,FWD,No,No,3395,1490,1475,Blue,kolkata,23
552,4,"Tubeless,Radial",4,FWD,No,No,3995,1735,1515,Golden,kolkata,22
553,4,Tubeless,4,FWD,Yes,No,3995,1695,1525,Grey,kolkata,26
554,5,"Radial, Tubeless",4,Not specified,No,No,3845,1735,1530,Blue,kolkata,22
555,5,"Tubeless, Radial",4,Not specified,No,No,3989,1694,1544,Brown,kolkata,17
556,4,"Tubeless,Radial",4,FWD,Yes,No,4425,1695,1505,Silver,kolkata,22
557,5,"Tubeless,Radial",4,RWD,Yes,No,4735,1830,1795,Others,kolkata,12
558,4,"Tubeless,Radial",4,FWD,Yes,No,3995,1695,1555,Others,kolkata,27
559,4,"Tubeless,Radial",4,FWD,No,No,3990,1680,1505,Gray,kolkata,18
560,4,"Tubeless,Radial",4,2 WD,Yes,No,4160,1690,1530,Others,kolkata,19
561,5,"Tubeless,Radial",4,FWD,Yes,No,4705,1840,1850,Others,kolkata,13
562,5,"Tubeless,Radial",4,4WD,Yes,No,4500,2195,1740,Black,kolkata,12
563,5,"Tubeless,Radial",4,4WD,Yes,No,4705,1840,1850,White,kolkata,13
564,4,"Tubeless, Radial",3,FWD,No,No,3595,1475,1700,Others,kolkata,19
565,4,"Tubeless,Radial",6,RWD,Yes,No,5063,1860,1494,Black,kolkata,18
566,5,"Tubeless,Radial",4,Not specified,No,No,0,0,0,Others,kolkata,24
567,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,Others,kolkata,19
568,5,"Tubeless,Radial",4,Not specified,No,No,0,0,0,White,kolkata,14
569,5,"Tubeless,Radial",4,RWD,Yes,No,4735,1830,1795,White,kolkata,12
570,5,"Tubeless, Radial",3,Not specified,No,No,3695,1655,1555,Grey,kolkata,25
571,5,"Tubeless, Radial",3,FWD,No,No,3695,1600,1565,Grey,kolkata,23
572,5,"Tubeless, Radial",4,Not specified,No,No,4585,1866,1774,Blue,kolkata,17
573,5,"Tubeless,Radial",4,FWD,No,No,3995,1710,1505,Brown,kolkata,18
574,5,"Tubeless,Radial",4,RWD,Yes,No,4585,1760,1760,White,kolkata,13
575,5,Tubeless Tyres,3,Not specified,No,No,3445,1515,1475,Blue,kolkata,22
576,5,Tubeless,4,FWD,No,No,3840,1735,1530,Blue,kolkata,21
577,5,"Tubeless,Radial",3,FWD,No,No,3679,1579,1478,Red,kolkata,24
578,4,"Tubeless,Radial",3,FWD,No,No,3998,1765,1647,White,kolkata,17
579,5,"Tubeless,Radial",4,FWD,No,No,3640,1595,1520,Green,kolkata,19
580,5,"Tubeless,Radial",3,Not specified,No,No,3993,1811,1606,Others,kolkata,17
581,5,Tubeless,4,FWD,No,No,3765,1660,1520,Silver,kolkata,19
582,4,"Tubeless,Radial",4,FWD,Yes,No,4701,2040,1427,White,kolkata,16
583,4,"Tubeless,Radial",4,FWD,No,No,3995,1695,1501,Black,kolkata,19
584,5,"Tubeless,Radial",4,FWD,Yes,No,3995,1790,1640,Cherry Red,kolkata,24
585,5,"Tubeless,Radial",4,FWD,Yes,No,3850,1695,1530,Orange,kolkata,23
586,4,"Tubeless, Radial",4,Not specified,No,No,3995,1735,1515,Blue,kolkata,23
587,5,Tubeless Tyres,3,Not specified,No,No,3445,1515,1475,Silver,kolkata,22
588,5,"Tubeless,Radial",3,FWD,No,No,3731,1579,1490,Gray,kolkata,22
589,5,"Tubeless Tyres, Radial",3,FWD,No,No,3655,1620,1675,White,kolkata,33
590,5,Tubeless Tyres,4,FWD,No,No,3840,1735,1530,Silver,kolkata,20
591,5,Tubeless,3,FWD,No,No,3495,1550,1500,Blue,kolkata,21
592,4,"Tubeless,Radial",4,FWD,No,No,3585,1595,1550,Grey,kolkata,20
593,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Grey,kolkata,21
594,5,Tubeless Tyres,3,FWD,No,No,3430,1515,1475,White,kolkata,25
595,5,Tubeless Tyres,3,FWD,No,No,3395,1490,1475,Red,kolkata,23
596,5,"Tubeless,Radial",3,FWD,Yes,No,3675,1715,1635,Others,kolkata,25
597,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Silver,kolkata,18
598,5,Tubeless Tyres,4,FWD,Yes,No,4585,1890,1785,White,kolkata,15
599,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Grey,kolkata,21
600,5,"Tubeless, Radial",3,Not specified,Yes,No,3993,1811,1606,Green,kolkata,16
601,5,Tubeless Tyres,3,FWD,No,No,3599,1495,1700,Grey,kolkata,21
602,5,Tubeless,3,FWD,No,No,3495,1550,1500,Others,kolkata,21
603,5,Tubeless,4,Not specified,No,No,3840,1735,1530,Sunset Red,kolkata,22
604,5,"Tubeless,Radial",4,RWD,Yes,No,4456,1820,1995,White,kolkata,15
605,4,"Tubeless, Radial",4,RWD,Yes,No,4686,2020,1442,White,kolkata,19
606,5,Tubeless,3,FWD,No,No,3495,1550,1500,Red,kolkata,21
607,5,Tubeless,3,FWD,Yes,No,3746,1647,1535,Red,kolkata,27
608,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Red,kolkata,18
609,5,Tubeless,3,FWD,No,No,3746,1647,1535,Others,kolkata,24
610,4,"Tubeless,Radial",4,FWD,No,No,4620,1776,1475,White,kolkata,15
611,5,"Tubeless, Radial",4,Not specified,No,No,4585,1866,1774,Others,kolkata,17
612,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Silver,kolkata,18
613,4,"Tubeless,Radial",4,FWD,Yes,No,4384,1699,1466,Others,kolkata,20
614,5,Tubeless Tyres,3,FWD,No,No,3445,1490,1475,Red,kolkata,25
615,4,"Tubeless,Radial",4,FWD,No,No,3990,1680,1505,Others,kolkata,18
616,5,"Tubeless,Radial",4,RWD,Yes,No,4456,1820,1995,Black,kolkata,15
617,4,"Tubeless, Radial",3,FWD,No,No,3595,1495,1700,Gray,kolkata,19
618,5,"Tubeless,Radial",3,FWD,No,No,3565,1525,1590,Others,kolkata,18
619,5,"Radial, Tubless",4,4X2,Yes,No,4395,1818,1640,Others,kolkata,17
